"Kod";"Nazwa";"ogółem;ogółem;2018;[osoba]";"ogółem;ogółem;2019;[osoba]";"ogółem;ogółem;2020;[osoba]";"ogółem;ogółem;2021;[osoba]";"ogółem;ogółem;2022;[osoba]";"ogółem;12 lat i mniej;2018;[osoba]";"ogółem;12 lat i mniej;2019;[osoba]";"ogółem;12 lat i mniej;2020;[osoba]";"ogółem;12 lat i mniej;2021;[osoba]";"ogółem;12 lat i mniej;2022;[osoba]";"ogółem;13-18;2018;[osoba]";"ogółem;13-18;2019;[osoba]";"ogółem;13-18;2020;[osoba]";"ogółem;13-18;2021;[osoba]";"ogółem;13-18;2022;[osoba]";"ogółem;19-24;2018;[osoba]";"ogółem;19-24;2019;[osoba]";"ogółem;19-24;2020;[osoba]";"ogółem;19-24;2021;[osoba]";"ogółem;19-24;2022;[osoba]";"ogółem;25-29;2018;[osoba]";"ogółem;25-29;2019;[osoba]";"ogółem;25-29;2020;[osoba]";"ogółem;25-29;2021;[osoba]";"ogółem;25-29;2022;[osoba]";"ogółem;30-49;2018;[osoba]";"ogółem;30-49;2019;[osoba]";"ogółem;30-49;2020;[osoba]";"ogółem;30-49;2021;[osoba]";"ogółem;30-49;2022;[osoba]";"ogółem;50-69;2018;[osoba]";"ogółem;50-69;2019;[osoba]";"ogółem;50-69;2020;[osoba]";"ogółem;50-69;2021;[osoba]";"ogółem;50-69;2022;[osoba]";"ogółem;70 lat i więcej;2018;[osoba]";"ogółem;70 lat i więcej;2019;[osoba]";"ogółem;70 lat i więcej;2020;[osoba]";"ogółem;70 lat i więcej;2021;[osoba]";"ogółem;70 lat i więcej;2022;[osoba]";"ogółem;nieustalony wiek;2018;[osoba]";"ogółem;nieustalony wiek;2019;[osoba]";"ogółem;nieustalony wiek;2020;[osoba]";"ogółem;nieustalony wiek;2021;[osoba]";"ogółem;nieustalony wiek;2022;[osoba]";"zakończone zgonem;ogółem;2018;[osoba]";"zakończone zgonem;ogółem;2019;[osoba]";"zakończone zgonem;ogółem;2020;[osoba]";"zakończone zgonem;ogółem;2021;[osoba]";"zakończone zgonem;ogółem;2022;[osoba]";"zakończone zgonem;12 lat i mniej;2018;[osoba]";"zakończone zgonem;12 lat i mniej;2019;[osoba]";"zakończone zgonem;12 lat i mniej;2020;[osoba]";"zakończone zgonem;12 lat i mniej;2021;[osoba]";"zakończone zgonem;12 lat i mniej;2022;[osoba]";"zakończone zgonem;13-18;2018;[osoba]";"zakończone zgonem;13-18;2019;[osoba]";"zakończone zgonem;13-18;2020;[osoba]";"zakończone zgonem;13-18;2021;[osoba]";"zakończone zgonem;13-18;2022;[osoba]";"zakończone zgonem;19-24;2018;[osoba]";"zakończone zgonem;19-24;2019;[osoba]";"zakończone zgonem;19-24;2020;[osoba]";"zakończone zgonem;19-24;2021;[osoba]";"zakończone zgonem;19-24;2022;[osoba]";"zakończone zgonem;25-29;2018;[osoba]";"zakończone zgonem;25-29;2019;[osoba]";"zakończone zgonem;25-29;2020;[osoba]";"zakończone zgonem;25-29;2021;[osoba]";"zakończone zgonem;25-29;2022;[osoba]";"zakończone zgonem;30-49;2018;[osoba]";"zakończone zgonem;30-49;2019;[osoba]";"zakończone zgonem;30-49;2020;[osoba]";"zakończone zgonem;30-49;2021;[osoba]";"zakończone zgonem;30-49;2022;[osoba]";"zakończone zgonem;50-69;2018;[osoba]";"zakończone zgonem;50-69;2019;[osoba]";"zakończone zgonem;50-69;2020;[osoba]";"zakończone zgonem;50-69;2021;[osoba]";"zakończone zgonem;50-69;2022;[osoba]";"zakończone zgonem;70 lat i więcej;2018;[osoba]";"zakończone zgonem;70 lat i więcej;2019;[osoba]";"zakończone zgonem;70 lat i więcej;2020;[osoba]";"zakończone zgonem;70 lat i więcej;2021;[osoba]";"zakończone zgonem;70 lat i więcej;2022;[osoba]";"zakończone zgonem;nieustalony wiek;2018;[osoba]";"zakończone zgonem;nieustalony wiek;2019;[osoba]";"zakończone zgonem;nieustalony wiek;2020;[osoba]";"zakończone zgonem;nieustalony wiek;2021;[osoba]";"zakończone zgonem;nieustalony wiek;2022;[osoba]";
0000000;"POLSKA";11167;11961;12013;13798;14520;26;46;29;85;85;746;905;814;1411;2008;1143;1226;1242;1573;1699;1104;1183;1222;1268;1270;4455;4813;4884;5490;5441;2855;2864;2898;2998;3007;831;913;917;955;1003;7;11;7;18;7;5182;5255;5165;5201;5108;5;4;1;2;6;92;94;106;125;150;344;360;349;344;317;384;402;415;384;356;1798;1900;1853;1929;1896;1900;1778;1739;1707;1683;653;707;695;694;693;6;10;7;16;7;
